iter	Logloss
212	0.4188401322
213	0.4186379192
214	0.4184244455
215	0.4183516105
216	0.4181022883
217	0.4178686292
218	0.4176281718
219	0.4173665108
220	0.4170164415
221	0.4166229467
222	0.4163476291
223	0.4162103447
224	0.4160379605
225	0.4157307476
226	0.4154535133
227	0.4151976623
228	0.414946663
229	0.4145884177
230	0.4143984537
231	0.4142252908
232	0.4139333817
233	0.4136075708
234	0.4133834653
235	0.4129229455
236	0.4127485847
237	0.4125515528
238	0.4121114579
239	0.4119391935
240	0.4115890943
241	0.4112136285
242	0.4109777832
243	0.4107784752
244	0.4105393955
245	0.4103918386
246	0.4101146044
247	0.4099500068
248	0.4096616017
249	0.4092335162
250	0.4090811077
251	0.4089143239
252	0.4087042644
253	0.4084916891
254	0.4081387148
255	0.4078004752
256	0.4075935902
257	0.4073492095
258	0.4070358572
259	0.4068239109
260	0.4066197811
261	0.4063836663
262	0.4060020012
263	0.40588029
264	0.4057017663
265	0.4055052136
266	0.4050671852
267	0.4049353514
268	0.4046405373
269	0.4044935196
270	0.4041999034
271	0.4039855612
272	0.4037358796
273	0.4034186639
274	0.4032755695
275	0.4030989625
276	0.4028771032
277	0.4025981319
278	0.402427904
279	0.4024090663
280	0.4021958621
281	0.4021175765
282	0.4018158142
283	0.4016038679
284	0.4012736545
285	0.4010697344
286	0.4008032517
287	0.4004833706
288	0.4002181157
289	0.4000990101
290	0.3997178841
291	0.3994895858
292	0.3990662622
293	0.3988352985
294	0.3985911275
295	0.3984150596
296	0.3981828081
297	0.3978793987
298	0.397585543
299	0.397436908
300	0.3972666202
301	0.3971046881
302	0.3967507554
303	0.3965764245
304	0.3963397107
305	0.3962022166
306	0.3958734707
307	0.3957183669
308	0.3955298703
309	0.3952600333
310	0.3949694719
311	0.394614491
312	0.3943231809
313	0.3941851477
314	0.394081795
315	0.3937568526
316	0.3935866247
317	0.3933239454
318	0.3931514714
319	0.3929510553
320	0.3926841233
321	0.392346872
322	0.3922018608
323	0.392061282
324	0.3917859046
325	0.3915370616
326	0.3913304161
327	0.3910291032
328	0.3908370727
329	0.3906861017
330	0.3904852064
331	0.3901859
332	0.389933553
333	0.3898039953
334	0.3896109466
335	0.3893508129
336	0.3891640534
337	0.3888575593
338	0.3884508272
339	0.3881364567
340	0.3879921642
341	0.3878573356
342	0.3876683299
343	0.3873906164
344	0.3872996326
345	0.3870743292
346	0.3869643878
347	0.386826744
348	0.3864296254
349	0.3861503247
350	0.3858813262
351	0.3855524306
352	0.3850849927
353	0.3849213534
354	0.3846493602
355	0.3845034805
356	0.3842049827
357	0.3840385582
358	0.3839085214
359	0.3837482065
360	0.3835618662
361	0.3832586066
362	0.38308179
363	0.3830092544
364	0.3828267775
365	0.382541517
366	0.3823201069
367	0.382171472
368	0.3821070825
369	0.3819477558
370	0.3816550681
371	0.3815367411
372	0.3813225786
373	0.3811282121
374	0.3809280056
375	0.3806530175
376	0.3804899174
377	0.3802193616
378	0.3799793534
379	0.3798043637
380	0.3794958032
381	0.3791793661
382	0.3789381301
383	0.3785264265
384	0.3781866296
385	0.3779634525
386	0.3776733403
387	0.3774864011
388	0.3772456741
389	0.3769366943
390	0.3766903969
391	0.3763874967
392	0.3762621917
393	0.3759639035
394	0.3758167361
395	0.3756748994
396	0.375437946
397	0.3751428025
398	0.3749156123
399	0.3747261274
400	0.3746345446
401	0.3743468582
402	0.374162854
403	0.3739132023
404	0.3737535762
405	0.3735712491
406	0.3733753253
407	0.3731699677
408	0.3729037245
409	0.3727079804
410	0.3725188549
411	0.3722076289
412	0.3719893635
413	0.3718754988
414	0.3717042227
415	0.3714248321
416	0.3711870402
417	0.3709942909
418	0.3708475427
419	0.3707755163
420	0.3705557234
421	0.3703272155
422	0.3701745974
423	0.3699628008
424	0.3697232718
425	0.3695258506
426	0.3693550237
427	0.3690551483
428	0.368818704
429	0.3686021156
430	0.3684049939
431	0.3681400984
432	0.3678956878
433	0.3676944032
434	0.3674974312
435	0.3672656888
436	0.3670935442
437	0.3669316719
438	0.366804001
439	0.366568006
440	0.3663852895
441	0.3661424362
442	0.3658955398
443	0.3657367523
444	0.3655189061
445	0.3652411627
446	0.3650029814
447	0.3647213147
448	0.3644990361
449	0.3643048493
450	0.3640504658
451	0.3637492127
452	0.3635777569
453	0.3633327773
454	0.3631188843
455	0.3629270934
456	0.3627508159
457	0.36252698
458	0.3622966751
459	0.3620477423
460	0.3618555321
461	0.361532147
462	0.3613278975
463	0.3611397004
464	0.3609289221
465	0.3607026004
466	0.3605101506
467	0.360161998
468	0.3598985101
469	0.3595906983
470	0.3592736024
471	0.359038416
472	0.3588167064
473	0.358584994
474	0.3584468111
475	0.3581768843
476	0.3579417577
477	0.3577042353
478	0.3575878251
479	0.3573161313
480	0.3571756124
481	0.356979419
482	0.3567138647
483	0.3565057518
484	0.3563120142
485	0.356088927
486	0.3558343638
487	0.35556267
488	0.3553408107
489	0.3551508167
490	0.3549850512
491	0.3547107518
492	0.3545142889
493	0.354183207
494	0.3538790489
495	0.3536758177
496	0.3534301792
497	0.3532360822
498	0.3530824758
499	0.3529001486
500	0.3526558878
501	0.3524503205
502	0.3520993228
503	0.3517748296
504	0.3515610863
505	0.3513448873
506	0.3511326116
507	0.3508794559
508	0.3505428635
509	0.3503186382
510	0.3501574249
511	0.3499170873
512	0.3495962777
513	0.34932105
514	0.3490616052
515	0.3489762516
516	0.3487266599
517	0.3484457719
518	0.3482339454
519	0.3478645892
520	0.347583761
521	0.347416528
522	0.3471654388
523	0.3469447176
524	0.3467614021
525	0.3465791648
526	0.3464192093
527	0.3462382897
528	0.3459632716
529	0.3456006538
530	0.3453281514
531	0.3451440274
532	0.3448801801
533	0.3445985434
534	0.3442998359
535	0.3440906748
536	0.3438996626
537	0.3437354543
538	0.3434773572
539	0.3431737082
540	0.3429522682
541	0.3427471202
542	0.3425231046
543	0.3422557534
544	0.3419088586
545	0.3416699885
546	0.3414917643
547	0.3413219257
548	0.3410670031
549	0.3407883313
550	0.3404795911
551	0.3401192194
552	0.339894515
553	0.3396417487
554	0.3394058735
555	0.3391295975
556	0.3389820407
557	0.3388222948
558	0.3384656668
559	0.3382500368
560	0.3380468654
561	0.3378012269
562	0.3376191393
563	0.3373859295
564	0.337113487
565	0.336788844
566	0.3365605458
567	0.3362465346
568	0.3358996698
569	0.3355991055
570	0.3353791329
571	0.3351923135
572	0.3350894101
573	0.3348776435
574	0.3346174499
575	0.3344296721
576	0.3342020627
577	0.333998472
578	0.3337678378
579	0.3335956033
580	0.3332608976
581	0.3330761147
582	0.3327742027
583	0.3326283231
584	0.3322334806
585	0.3320336335
586	0.3317344768
587	0.3314294203
588	0.3311915983
589	0.3310297261
590	0.3308188879
591	0.330618352
592	0.330382297
593	0.3301779576
594	0.3299470838
595	0.3297491534
596	0.3294931228
597	0.3292665615
598	0.3291750984
599	0.3288471312
600	0.3286382396
601	0.3283911936
602	0.3282074888
603	0.3279683491
604	0.3277682624
605	0.3276083069
606	0.327445656
607	0.3270856138
608	0.3268018807
609	0.3265417171
610	0.3262629554
611	0.326093596
612	0.3258394521
613	0.3255730891
614	0.32539777
615	0.3251732752
616	0.3249126025
617	0.3246901442
618	0.324490926
619	0.3242627176
620	0.3239487963
621	0.3236606008
622	0.3234329614
623	0.3232290413
624	0.3229914889
625	0.3226717276
626	0.3223720019
627	0.3221934483
628	0.3219881505
629	0.321762937
630	0.3214338616
631	0.3211997833
632	0.3210810969
633	0.320959236
634	0.3207761302
635	0.3206135692
636	0.3204223473
637	0.320284973
638	0.3200119615
639	0.3197851007
640	0.3195997188
641	0.3193028083
642	0.3190701675
643	0.3189052704
644	0.3187548985
645	0.3185021322
646	0.3181890195
647	0.3179730301
648	0.3177081945
649	0.3174288039
650	0.3172513883
651	0.3170263545
652	0.3168226141
653	0.3166106378
654	0.3164174393
655	0.3161889314
656	0.3159211908
657	0.3157441047
658	0.3156610272
659	0.3154611802
660	0.3152786134
661	0.315068494
662	0.3148909586
663	0.3146495728
664	0.3144554459
665	0.3142695249
666	0.3140631191
667	0.3138204155
668	0.31356142
669	0.3133817882
670	0.3131538793
671	0.3128470258
672	0.3126710477
673	0.3124403835
674	0.3122732104
675	0.3120947167
676	0.3118953188
677	0.3116756757
678	0.3114849929
679	0.3112517232
680	0.3109379815
681	0.3106903065
682	0.310474407
683	0.3102912712
684	0.3099858553
685	0.3097825042
686	0.3096092814
687	0.3094235401
688	0.3092594218
689	0.3090024627
690	0.3087471807
691	0.3083667136
692	0.3081592895
693	0.3079132317
694	0.3077027229
695	0.3075212942
696	0.307344807
697	0.3070879378
698	0.3069258859
699	0.3067609289
700	0.3066772525
701	0.3064991182
702	0.3063889073
703	0.3062192184
704	0.3060593528
705	0.3058612726
706	0.30572875
707	0.3055398042
708	0.3053760153
709	0.3051558032
710	0.3049470613
711	0.3047276578
712	0.3044517712
713	0.3042740561
714	0.304047435
715	0.3038567223
716	0.3036646319
717	0.3034224374
718	0.3032320841
719	0.3030433479
720	0.3028230759
721	0.3027050185
722	0.3023843287
723	0.302141176
724	0.3018700212
725	0.3016224061
726	0.3014769457
727	0.3012803331
728	0.30106647
729	0.3009899513
730	0.3007486254
731	0.3005135288
732	0.3002654345
733	0.3000215929
734	0.2998631648
735	0.299705665
736	0.2994961446
737	0.2993830886
738	0.2991715915
739	0.2990268199
740	0.298859467
741	0.2986446457
742	0.2985084693
743	0.2982986194
744	0.2981696906
745	0.2979059931
746	0.2976795517
747	0.2974452038
748	0.2972011825
749	0.2969966634
750	0.2967110136
751	0.2965832827
752	0.2963871792
753	0.2961770298
754	0.296003867
755	0.2958675708
756	0.2956706587
757	0.2955521521
758	0.2953308917
759	0.2951984889
760	0.2950841751
761	0.2948791469
762	0.2947371605
763	0.2945410271
764	0.2944546553
765	0.2943066193
766	0.2941438486
767	0.2939778434
768	0.2937501441
769	0.2935425104
770	0.2933339782
771	0.2931519206
772	0.2929614175
773	0.2928906489
774	0.2926538752
775	0.2925424065
776	0.2923274354
777	0.2921065643
778	0.2919155821
779	0.2917184603
780	0.2915495501
781	0.291371296
782	0.291181901
783	0.2910518042
784	0.2909009231
785	0.2907350377
786	0.2905643606
787	0.2904701722
788	0.2903317198
789	0.2901787423
790	0.2900097123
791	0.2897871642
792	0.2895747986
793	0.2893305078
794	0.2891522836
795	0.2889985873
796	0.2888017052
797	0.2886316569
798	0.2885107843
799	0.2882589764
800	0.2880322954
801	0.2878679973
802	0.2877624883
803	0.2875706375
804	0.2874099932
805	0.2872942119
806	0.2871843304
807	0.2870258723
808	0.2867526212
809	0.2865311512
810	0.2864264808
811	0.2863147425
812	0.2861153147
813	0.2859674584
814	0.285810917
815	0.2856537467
816	0.2854331752
817	0.2852216482
818	0.2849984112
819	0.2848162039
820	0.2846774819
821	0.2844765267
822	0.2843147443
823	0.2841175926
824	0.2839562595
825	0.2837676132
826	0.2835589911
827	0.283373729
828	0.2832379121
829	0.2831254251
830	0.2829673563
831	0.2827588241
832	0.2826056969
833	0.2824697002
834	0.2822825214
835	0.2821570068
836	0.2820364936
837	0.2819044801
838	0.2817041838
839	0.2815546803
840	0.2813714547
841	0.2812356078
842	0.2810920042
843	0.2809104857
844	0.280717976
845	0.2805517013
846	0.2803503269
847	0.2801792305
848	0.2800159207
849	0.2798814814
850	0.2796881032
851	0.279457439
852	0.2792711586
853	0.2791034164
854	0.2789165072
855	0.2787777852
856	0.2786000102
857	0.2783840209
858	0.2782567992
859	0.2781224497
860	0.2778911566
861	0.2777637851
862	0.277572144
863	0.2773454629
864	0.277101232
865	0.2769177369
866	0.2767495155
867	0.2765303815
868	0.2763908509
869	0.2762273016
870	0.2760618355
871	0.2759424903
872	0.2757385402
873	0.275651869
874	0.2755290198
875	0.2754163531
876	0.2752759839
877	0.2750864392
878	0.2749377443
879	0.2747018092
880	0.2745666511
881	0.2744133142
882	0.2742411696
883	0.2740736969
884	0.273940186
885	0.2737497129
886	0.2735966755
887	0.2734795764
888	0.2733057846
889	0.2731953341
890	0.272995517
891	0.27291801
892	0.2727419421
893	0.2726234055
894	0.2724831861
895	0.2722465322
896	0.2720597427
897	0.2718839443
898	0.2717035639
899	0.271536241
900	0.2713347467
901	0.271252418
902	0.2711036333
903	0.2708892012
904	0.2707209499
905	0.2705175989
906	0.2703180213
907	0.2701714528
908	0.2699894551
909	0.2698601969
910	0.2697148563
911	0.2695665807
912	0.2694359449
913	0.2691865029
914	0.269014508
915	0.2688853396
916	0.2687544343
917	0.2686143646
918	0.2685011589
919	0.2683653719
920	0.2680810397
921	0.2679127884
922	0.267765621
923	0.2676511574
924	0.2674622116
925	0.2673386137
926	0.2671856362
927	0.2670173549
928	0.2668789624
929	0.2667528488
930	0.266556895
931	0.2663769638
932	0.2662271009
933	0.2660270442
934	0.2658932637
935	0.2657164471
936	0.2655771861
937	0.2654419981
938	0.2652488595
939	0.2650943845
940	0.2649701278
941	0.2648194263
942	0.2647323058
943	0.2645651327
944	0.2643635486
945	0.2642531281
946	0.2640627747
947	0.2638703549
948	0.2636818284
949	0.2635096837
950	0.2633401446
951	0.2632131925
952	0.2630606942
953	0.2628564746
954	0.2627532417
955	0.2625421639
956	0.2623970928
957	0.2621294121
958	0.2619245636
959	0.2618242358
960	0.2616209147
961	0.2614872241
962	0.2613434408
963	0.2612003463
964	0.2611541057
965	0.261063601
966	0.2608896594
967	0.2607690264
968	0.2606255127
969	0.2604896059
970	0.2603040742
971	0.2601244724
972	0.2599427143
973	0.2597926718
974	0.2596770102
975	0.2595194506
976	0.2594031302
977	0.2592047506
978	0.2590496168
979	0.2588907094
980	0.2587818163
981	0.2586262332
982	0.258528451
983	0.2583521735
984	0.2582013523
985	0.2581384602
986	0.2579900948
987	0.2577380473
988	0.2574674017
989	0.257295317
990	0.2571779783
991	0.2570368605
992	0.2569571073
993	0.2568196731
994	0.2566904748
995	0.2565340532
996	0.2563187227
997	0.2561954243
998	0.2560186376
999	0.2559098643
